File PDB Lig iFull Full7 iFull5 blFull4 blFull2 bliFull6 Full5 iFull4 Full4 iFull1 Full3 iFull6 blFull3 blFull blFull1 bliFull2 bliFull1 Full2 blFull5 Full6 bliFull blFull7 bliFull7 blFull6 bliFull4 bliFull5 iFull7 iFull3 Full1 iFull2 bliFull3 Full
pdb/renum/2X72/2X72_A_holo.pdb 2X72 2X72 agonist 13.0024567428571 8.91298042307692 15.0771084 -0.106910208333333 -0.0488093333333334 -0.123462 6.80127534210526 10.7100908 6.49118041666667 18.016757 7.25488786111111 25.6036292 -0.427022111111111 -0.342871200892857 -0.0923518750000001 -0.0226783999999999 -0.1041734 5.38036913333333 -0.648405973684211 8.70432315789474 -0.0714671142857142 -0.435135884615385 -0.0389920000000002 -0.486631789473684 -0.0493613999999996 -0.1046198 4.8764856 8.1176708 8.9512413125 8.6154554 -0.0569827999999999 7.52573804910715
pdb/renum/2Y02/2Y02_B_holo.pdb 2Y02 2Y02 agonist 17.6928426285714 6.85879075 19.2588294 -0.189351884615385 -0.1175884 -0.0962700000000027 7.12879575675676 13.2892804 6.90266696153846 15.4707202 6.27211038888889 51.9602154 -0.470795 -0.422554360869565 -0.172540714285714 -0.0260514000000001 -0.0581766000000005 4.51438716666667 -0.740049567567567 12.5566118095238 -0.0548648571428575 -0.965544416666667 -0.0284363999999998 -0.361768023809524 -0.0848660000000006 -0.0634919999999994 6.2519296 10.6200912 12.9647092857143 6.9988322 -0.0267615999999997 8.47919944347826
pdb/renum/2Y03/2Y03_B_holo.pdb 2Y03 2Y03 agonist 18.3354511142857 7.77476995833333 19.5948656 -0.146332384615385 -0.0389113333333333 -0.0750220000000041 7.66487208108108 13.3812186 7.06449961538461 16.0035144 6.42500633333333 55.3144384 -0.423689083333333 -0.222374982608696 -0.0443727999999995 -0.0303698000000002 -0.0477361999999992 4.66575626666667 -0.418448378378378 13.277920952381 -0.0494242571428577 -0.149875041666667 -0.0152590000000004 -0.244971857142858 -0.1011918 -0.0589007999999993 6.4684476 10.4767518 13.5921427428571 7.1089214 -0.0174901999999999 8.95018403478261
pdb/renum/2YCW/2YCW_A_holo.pdb 2YCW 2YCW inverse_agonist 12.5570900571429 7.064226125 21.3216952 -0.196620923076923 -0.0609049 -0.0567564000000008 7.44160245945946 12.2789692 6.56103407692308 14.4668976 5.91322888888889 19.9503724 -0.494055305555555 -0.35814664 -0.0761585714285716 -0.0260528 -0.0593356000000004 4.24920933333333 -0.83656872972973 7.06213227027027 -0.0494234571428574 -0.403521875 -0.0215208000000001 -0.339313351351351 -0.0834309999999999 -0.077274000000001 5.5508108 8.1104576 12.5206674 6.2204276 -0.0215935999999997 7.35707723111111
pdb/renum/2YCX/2YCX_A_holo.pdb 2YCX 2YCX antagonist 12.1896334571429 6.74648504166667 20.9595852 -0.205566653846154 -0.0705278666666667 -0.0680353999999987 7.53224702702703 11.5442012 6.40565430769231 13.8974344 6.16699744444444 19.585957 -0.448875388888889 -0.294476401826484 -0.0658591724137932 -0.0304082000000001 -0.0633597999999996 4.36805653333333 -0.542547189189189 6.924213 -0.0651425428571425 -0.399216833333333 -0.0307672 -0.251483324324324 -0.1222966 -0.120179599999999 5.872358 7.8109764 9.77886913793104 5.656922 -0.0209509999999996 6.84928074429224
pdb/renum/2YCY/2YCY_A_holo.pdb 2YCY 2YCY antagonist 14.1271543428571 6.45914275 12.2610168 -0.239833153846154 -0.209054333333333 -0.1252504 6.28220782352941 12.4142584 6.93659523076923 15.8503544 6.17012947222222 35.5950284 -1.31951752777778 -0.534584581395349 -0.110886892857143 -0.0311657999999999 -0.0560294000000006 4.78839636666667 -0.61657544117647 9.66270424324324 -0.0655215714285714 -0.673752208333333 -0.0250511999999999 -0.396954351351351 -0.1030832 -0.0674498 5.2943042 11.1042292 11.8346832142857 6.370889 -0.0506212 7.45876142790698
pdb/renum/2YCZ/2YCZ_B_holo.pdb 2YCZ 2YCZ antagonist 12.8792437142857 6.798165375 20.0105858 -0.178098230769231 -0.0731566333333333 -0.0564709999999995 7.47515835135135 13.218793 6.85853819230769 14.62014 5.98040702777778 21.7041384 -0.402756333333333 -0.292080547945205 -0.0684664137931034 -0.0303790000000001 -0.0595266000000002 4.5090959 -0.485462621621622 7.35502864864865 -0.0573266857142858 -0.504641791666666 -0.0240939999999995 -0.286003054054054 -0.115247400000001 -0.0909604000000012 5.7069306 8.5872238 9.97018293103448 6.3068944 -0.0246083999999996 6.9858343196347
pdb/renum/2YDO/2YDO_A_holo.pdb 2YDO 2YDO agonist 10.3523499428571 4.90418161538462 19.0712034 -0.0432678333333333 -0.1893162 -0.0534041999999999 6.00681026315789 11.7037608 5.814038375 13.9990634 5.37284355555556 8.5444534 -0.117986222222222 -0.231464057142857 -0.0727287407407408 -0.00759399999999992 -0.0185152000000002 4.1100023 -0.30794702631579 4.14607286206896 -0.0298171428571429 -0.558592730769231 -0.0228349999999998 -0.325964137931034 -0.0282434 -0.0633404000000006 4.6157766 7.895655 5.72336407407407 6.636537 -0.0147878 5.17520863333333
pdb/renum/2YDV/2YDV_A_holo.pdb 2YDV 2YDV agonist 11.5862135428571 5.315619 26.5485754 -0.0723508749999999 -0.0936919666666667 -0.0423372000000002 7.2082148 12.2318726 6.06697704166667 14.202868 5.44633191666667 8.244919 -0.210457333333333 -0.191391553488372 -0.0703002333333334 -0.0170409999999999 -0.0199513999999997 4.12964836666667 -0.276214325 4.25188889655172 -0.0408708857142857 -0.317070269230769 -0.0188086000000001 -0.262901137931035 -0.0521261999999993 -0.1204156 4.7801698 8.0685842 5.9380058 7.0265058 -0.0154162000000001 5.55136970697674
pdb/renum/2Z73/2Z73_A_holo.pdb 2Z73 2Z73 inverse_agonist 17.0155751428571 6.87061026923077 35.4644772 -0.210035083333333 -0.18099865625 -0.142245 11.0759048913043 11.80328 6.38093745833333 13.5467492 5.86969694444444 35.5567254 -0.901888666666667 -0.3976991625 -0.1299135 -0.0341976000000001 -0.0966479999999997 5.37676540625 -0.266793521739131 10.0951102045455 -0.0772799999999999 -0.749046115384615 -0.0633925999999995 -0.369138068181818 -0.0789919999999995 -0.104940400000001 7.9984542 5.945273 7.0632718125 8.794067 -0.0205444 7.89518800416666
pdb/renum/2ZIY/2ZIY_A_holo.pdb 2ZIY 2ZIY inverse_agonist 18.9791415142857 7.28645765384616 41.1035318 -0.223126291666667 -0.193824125 -0.133264399999999 12.3485165652174 11.9648084 6.68015816666667 14.5724278 6.03481736111111 40.4737362 -0.779975361111112 -0.390932541666666 -0.13290971875 -0.0372388000000003 -0.0931472000000003 5.6545125625 -0.318885239130435 11.2858218636364 -0.0794081714285716 -0.751721884615384 -0.0814277999999998 -0.357288477272727 -0.0884119999999999 -0.0945386000000013 8.7833062 6.4866652 7.6087249375 9.469515 -0.0278283999999999 8.56690268333333
pdb/renum/3AYM/3AYM_A_holo.pdb 3AYM 3AYM agonist 16.9550209142857 6.83600957692308 35.130838 -0.190303791666667 -0.1579149375 -0.130931199999999 11.057472826087 11.7431272 6.37847225 13.4383614 5.97565036111111 35.7029336 -0.808472638888889 -0.363752529166667 -0.1212846875 -0.0309887999999995 -0.0885420000000003 5.38427428125 -0.239060347826087 10.1296390909091 -0.0715584000000002 -0.735421 -0.0582669999999997 -0.331277068181818 -0.0713023999999997 -0.100497400000003 7.9619332 5.9259462 7.02539859375 8.7820068 -0.0203800000000001 7.90583499166666
pdb/renum/3AYN/3AYN_A_holo.pdb 3AYN 3AYN inverse_agonist 17.269406 6.80757703846154 36.7445952 -0.218818458333333 -0.1788136875 -0.1428118 11.271536326087 11.7721128 6.375310625 13.5196722 5.92228238888889 36.2499848 -0.837426638888889 -0.3973635 -0.12940090625 -0.0353729999999997 -0.0964502 5.3765380625 -0.280036869565217 10.1993152272727 -0.0777782000000001 -0.800490615384616 -0.0648734000000001 -0.372975431818182 -0.0832299999999995 -0.100892000000001 7.938783 5.9383772 7.05040234375 8.7223168 -0.0208170000000001 7.950538575
pdb/renum/3C9L/3C9L_A_holo.pdb 3C9L 3C9L inverse_agonist 12.5071337142857 6.51497692307692 25.0214704 -0.0721535833333333 -0.0396179666666666 -0.1009174 8.98991755263158 10.020202 5.827940375 12.1521204 5.60007455555556 23.8366108 -0.280839361111111 -0.261698214285714 -0.11871515625 -0.0193308 -0.0947282000000003 3.79029793333333 -0.49474002631579 8.05449692105263 -0.101532314285714 -0.221253692307692 -0.0672184000000002 -0.453640947368421 -0.0641862 -0.265284 4.8520366 7.4469882 6.8423565 4.2205076 -0.0990612 6.65720870089286
pdb/renum/3C9M/3C9M_A_holo.pdb 3C9M 3C9M inverse_agonist 11.6966987428571 6.70780811538461 20.7411306 -0.09364075 -0.0409107333333333 -0.0763424000000008 7.75336836842105 12.6329882 6.493751125 13.1950486 5.86264941666667 18.9627128 -0.353917222222222 -0.277735933035714 -0.11410828125 -0.0191182000000001 -0.1083652 4.02189026666667 -0.469039342105263 7.40231547368421 -0.0795512285714286 -0.250351307692308 -0.0729686000000002 -0.474027236842105 -0.0846739999999999 -0.1212922 5.0881268 6.461477 7.15952 4.7954072 -0.0740979999999999 6.54904353125
pdb/renum/3D4S/3D4S_A_holo.pdb 3D4S 3D4S inverse_agonist 10.8475072 5.65075095833333 9.9285774 -0.151844884615385 -0.0626626 -0.0521623999999992 5.133627 10.8462988 6.05740203846154 12.4782976 5.27457444444445 22.781615 -0.451307527777778 -0.388533666666667 -0.0859150714285715 -0.0194896000000001 -0.0597156000000002 3.8687964 -0.672119696969697 6.76287454545454 -0.0487330285714285 -0.856547916666667 -0.0336480000000001 -0.435588848484848 -0.0811862000000003 -0.0547903999999997 5.0111226 9.6949802 8.20077078571429 5.1916588 -0.0401389999999997 5.81554848095238
pdb/renum/3EML/3EML_A_holo.pdb 3EML 3EML antagonist 10.4274730285714 5.68077426923077 11.0046056 -0.0382272916666667 -0.1135265 -0.0330305999999997 5.33307767647059 13.0477242 6.39505083333333 14.6422618 5.47876286111111 13.4298834 -0.0178973888888889 -0.242457127962085 -0.0709688333333336 -0.00235620000000027 -0.0125546000000011 4.39631686666667 -0.160067470588235 5.52779038709677 -0.0154254571428574 -1.17966019230769 -0.01894 -0.256399161290323 -0.0223874000000002 -0.0114124000000004 6.6087788 8.1303826 6.95034346666667 6.1286748 -0.00729699999999998 5.6469325450237
pdb/renum/3NY8/3NY8_A_holo.pdb 3NY8 3NY8 inverse_agonist 11.3001914857143 6.119702375 10.7035354 -0.203977692307692 -0.0715634666666666 -0.066671400000001 5.59552718181818 10.830114 6.36083465384615 13.1136766 5.53755077777778 23.5760234 -0.516558722222222 -0.455481128571429 -0.0958891428571429 -0.0299510000000002 -0.0725061999999999 4.04839516666667 -0.823296151515152 7.1190833030303 -0.0668119142857147 -0.934697375 -0.0462392000000001 -0.524793727272727 -0.1223718 -0.0797082000000005 5.3708464 10.1965974 8.524046 5.3105472 -0.0502356000000006 6.14911273809524
pdb/renum/3NY9/3NY9_A_holo.pdb 3NY9 3NY9 inverse_agonist 11.0348106 5.85729375 10.072455 -0.126859461538462 -0.0531022666666667 -0.0431360000000012 5.35751678787879 11.0651086 6.45454511538462 12.9766996 5.50963527777778 22.6700546 -0.470161472222222 -0.458516942857143 -0.0813634285714283 -0.0152614000000001 -0.0613999999999992 3.929747 -0.870120909090909 6.93196154545454 -0.0444851142857143 -1.124298125 -0.0417937999999998 -0.499879090909091 -0.0619876000000001 -0.0467831999999998 5.2424936 9.7666604 8.07567021428572 5.4502024 -0.0410338000000001 5.98240025714286
pdb/renum/3NYA/3NYA_A_holo.pdb 3NYA 3NYA antagonist 11.0310533142857 6.028826875 10.2735338 -0.233410076923077 -0.0685052 -0.0656647999999997 5.52608581818182 11.027584 6.33334669230769 13.201903 5.48982405555556 22.4071546 -0.407048805555556 -0.413911495238095 -0.08767525 -0.0316553999999996 -0.0752070000000003 3.900563 -0.810977242424242 7.03642793939394 -0.0682535142857142 -0.907911583333333 -0.0286876000000001 -0.398085 -0.1309832 -0.0984580000000001 5.1440544 9.9429616 8.37636871428571 5.2201818 -0.0471185999999996 6.06243187142857
pdb/renum/3OAX/3OAX_A_holo.pdb 3OAX 3OAX inverse_agonist 10.3636809142857 5.83071134615385 15.90245 -0.218521541666667 -0.0965103 -0.0489132000000001 7.03443289473684 10.2765444 5.62684379166667 12.166281 5.07173633333333 18.3756708 -0.700742638888889 -0.43384775 -0.129411125 -0.0163472000000001 -0.0872307999999997 3.65253796666667 -0.401960552631579 6.80883492105263 -0.0541765142857145 -0.963394346153846 -0.0266391999999999 -0.50924802631579 -0.0747554000000004 -0.082557400000001 4.8151468 6.7972674 6.784643375 4.212406 -0.0427924000000001 5.9015810625
pdb/renum/3ODU/3ODU_A_holo.pdb 3ODU 3ODU antagonist 7.84268342857143 7.62584171875 10.3489192 -0.255536576923077 -0.407384066666667 -0.0283377999999997 8.58527785294118 6.8514774 5.13635469230769 7.9039708 4.86228272222222 9.5143556 -0.451872888888889 -0.360368092105263 -0.572711638888888 -0.0140083999999998 -0.0231385999999995 3.8530871 -0.165495205882353 6.45280358823529 -0.0364313428571427 -0.49064415625 -0.0250004000000003 -0.149587029411765 -0.0642473999999996 -0.0464503999999998 7.800041 7.7224294 5.61934825 4.7575906 -0.0538363999999998 6.06051865789474
pdb/renum/3OE6/3OE6_A_holo.pdb 3OE6 3OE6 antagonist 8.06665202857143 10.5767469375 9.8279994 -0.0909044999999998 -0.686962833333333 -0.00974900000000005 9.1912459375 7.066041 5.48927719230769 11.2861352 5.42137752777778 6.8925952 -0.166395611111111 -0.218062344186047 -0.303390333333333 -0.00951060000000021 -0.0945711999999997 4.15589756666667 -0.01727271875 7.03030217241379 -0.0258353999999999 -0.17515315625 -0.0267927999999996 -0.0917731724137931 -0.0219197999999999 -0.00378300000000014 7.3100494 9.092332 5.3831605 4.991412 -0.0145214000000001 6.7931026744186
pdb/renum/3OE8/3OE8_A_holo.pdb 3OE8 3OE8 antagonist 8.32990805714286 8.00696653333334 12.4053468 -0.141538692307692 -0.367517333333333 -0.0091818 6.50407017142857 7.1784196 5.25285819230769 10.208057 4.96834341666667 11.4936744 -0.31054725 -0.190897352941176 -0.0412608666666666 -0.00398380000000014 -0.0226883999999997 4.5230661 -0.0901161428571428 5.63211147058824 -0.0110075142857143 -0.337788566666667 -0.00504840000000009 -0.0522805882352942 -0.0144220000000001 -0.0124214000000002 3.830167 7.9952328 5.25810456666667 5.1984588 -0.0093067999999997 5.73852053393665
pdb/renum/3OE9/3OE9_A_holo.pdb 3OE9 3OE9 antagonist 9.2977482 9.79836422222222 14.4781152 -0.175538692307692 -0.771554833333333 -0.0211729999999998 10.6527399705882 7.6386658 5.86328088461539 12.3307714 5.69206008333333 8.8156128 -0.490758805555556 -0.370306900943396 -0.270094566666667 -0.0175436000000001 -0.115380400000001 4.49904786666667 -0.1304025 9.83392065517241 -0.0464312285714286 -0.524542074074074 -0.02617 -0.221653 -0.0279295999999997 -0.0516677999999994 4.6924132 10.8237596 5.7147724 6.3048994 -0.0651542000000001 7.43257908490566
pdb/renum/3P0G/3P0G_A_holo.pdb 3P0G 3P0G 0agonist_g 13.0862078285714 6.14810575 10.2105118 -0.165775269230769 -0.1055001 -0.201316600000001 5.74593116666667 12.865562 6.19985038461538 12.9478734 6.69117891666667 29.2837362 -0.505166166666667 -0.522062349282297 -0.205334083333333 -0.0341168000000001 -0.0239020000000005 4.07420623333333 -1.21569646666667 9.43738662962963 -0.0748272857142859 -1.23017558333333 -0.0195288 -0.372694592592593 -0.1017228 -0.0883718000000002 4.393267 15.9062556 14.1817533611111 5.9962488 -0.0548322000000006 7.70138646411484
pdb/renum/3PBL/3PBL_A_holo.pdb 3PBL 3PBL antagonist 11.9076258857143 6.53340588461538 21.2744408 -0.0815089615384616 -0.160458266666667 -0.0376541999999997 7.1892512 15.9966424 6.94235103846154 12.4776536 5.42805172222222 14.55556 -0.401456416666667 -0.347334716346154 -0.0531167916666667 -0.00972399999999984 -0.0233294000000001 4.47614206666667 -0.678627171428572 5.60058190322581 -0.0408679714285715 -0.479173884615385 -0.0410946 -0.431449483870968 -0.0459066 -0.0956768000000014 6.0590476 7.7310936 6.12340033333333 5.2589432 -0.0326901999999997 6.02051559134615
pdb/renum/3PDS/3PDS_A_holo.pdb 3PDS 3PDS agonist 11.4507544571429 5.152892125 11.0977894 -0.165374384615385 -0.348324433333333 -0.106991400000001 5.868642 11.744304 6.26930611538462 12.6995506 5.34957305555556 23.619926 -0.504973416666666 -0.545896300469484 -0.226366419354839 -0.0261973999999999 -0.0573169999999999 3.76684866666667 -0.528075333333333 7.35932121212121 -0.0688859428571432 -2.01104966666667 -0.0528378000000002 -0.322374696969697 -0.0909346000000003 -0.0785108000000006 5.1643872 9.9708514 10.2167081290323 5.8584726 -0.0694125999999999 6.31691172769953
pdb/renum/3PQR/3PQR_A_holo.pdb 3PQR 3PQR agonist 12.4997619142857 8.68078323076923 14.4440092 -0.127515625 -0.0443453 -0.1239706 6.47452618421053 10.19879 6.14426425 17.666906 7.31043536111111 24.1306032 -0.168719305555555 -0.286275066964286 -0.0827646250000001 -0.0375948000000003 -0.109772 5.1279135 -0.615228842105263 8.28664910526316 -0.0736433428571428 -0.358770384615385 -0.036985 -0.481731368421053 -0.0595220000000001 -0.0977827999999995 4.7817068 7.9985858 8.3616195625 8.2777324 -0.0498761999999999 7.22621549553572
pdb/renum/3PWH/3PWH_A_holo.pdb 3PWH 3PWH inverse_agonist 12.8355803428571 6.15976142307692 17.4811542 -0.103674083333333 -0.727672333333333 -0.0692566000000003 6.17885895 13.3432088 6.47638029166667 16.6167558 5.50827644444444 20.574741 -0.0460608333333334 -0.376197036036036 -0.0990846153846153 -0.0260498000000002 -0.1120092 4.5889333 -0.2092248 6.714573125 -0.0572649142857143 -1.23756411538462 -0.0689686000000002 -0.360433625 -0.0652985999999995 -0.0516579999999998 6.9981292 7.3502332 7.07889980769231 7.4848402 -0.00761360000000018 6.08712411261261
pdb/renum/3PXO/3PXO_A_holo.pdb 3PXO 3PXO agonist 12.7095161142857 8.80116696153846 14.8603822 -0.132037541666667 -0.0448472333333333 -0.122219399999999 6.57387844736842 10.07555 6.19676266666667 17.9311246 7.39226425 25.8832196 -0.190815027777778 -0.296342245535714 -0.08299725 -0.0387004000000003 -0.109981000000001 5.05942483333333 -0.62768797368421 8.63228994736842 -0.0743323428571429 -0.358733307692308 -0.0369512000000001 -0.504260078947368 -0.0626344000000003 -0.0979194 4.8784678 7.7332238 8.477581 7.6046448 -0.0519205999999997 7.34184774107143
pdb/renum/3QAK/3QAK_A_holo.pdb 3QAK 3QAK agonist 9.34002165714286 5.08796546153846 8.0321142 -0.0275348333333331 -0.218889533333333 -0.0378862000000003 4.74104364705882 13.6977332 6.3923005 13.7258074 5.28641472222222 12.241229 -0.0362991111111112 -0.205663478672986 -0.0430233333333331 0.00124019999999971 0.00651380000000081 3.92653846666667 -0.167133647058824 4.99288119354839 -0.0110325714285714 -0.806520230769231 -0.0119836000000002 -0.223159161290323 -0.00445899999999959 -0.0227921999999998 4.7321928 6.9166004 6.65320973333333 6.0344746 -0.00786100000000047 5.25772744549763
pdb/renum/3REY/3REY_A_holo.pdb 3REY 3REY antagonist 12.3977036 6.60723269230769 16.9378856 -0.0402591666666666 -0.199469166666667 0.015988599999999 6.2431747 12.9415888 6.47729325 16.1657042 5.43041652777778 19.5634048 -0.0893977777777779 -0.251751675675676 -0.148100615384615 -0.0114901999999999 -0.0607337999999999 5.06891813333333 -0.0815070999999999 6.66361835 -0.00652277142857161 -1.35108153846154 -0.00725699999999998 -0.0870309250000001 -0.0166471999999999 0.0271177999999999 6.8272994 7.1674978 6.58244215384615 7.1805446 0.00736239999999952 6.13612993243243
pdb/renum/3RFM/3RFM_A_holo.pdb 3RFM 3RFM antagonist 12.7789116 6.75207084615385 17.0853936 -0.0936838750000001 -0.4855594 -0.0635375999999997 6.2484421 13.4794796 6.58568779166667 16.6458796 5.71226844444444 20.373695 -0.0980230833333333 -0.379357716216216 -0.0966562307692307 -0.0215194 -0.0937639999999995 4.95315066666667 -0.208466425 6.74740465 -0.0509482285714285 -1.59798923076923 -0.0634763999999997 -0.2868487 -0.0538714000000002 -0.0523064000000002 6.9514178 7.467753 6.86109307692308 7.4487626 -0.00816239999999997 6.24355325675676
